dataset,source_path,source_row_index,example_id,type,level,bucket,split
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,551,5a90b93f5542995651fb51ca,comparison,medium,87,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,566,5ab2057755429970612095ad,bridge,hard,80,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,580,5a8e08b05542995085b37394,comparison,hard,80,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,591,5ac4a02c5542996feb3fe920,bridge,medium,82,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,601,5ae07ccd55429945ae959372,comparison,medium,84,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,621,5ac12cb45542994d76dccd97,bridge,medium,82,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,626,5a7520e655429929fddd8507,bridge,medium,88,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,635,5a88dd985542993b751ca898,bridge,medium,84,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,654,5abc00f65542993f40c73c40,comparison,medium,88,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,662,5a77f88a5542995d8318133c,bridge,medium,80,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,667,5a7293145542992359bc310d,bridge,medium,86,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,674,5a7e2f7c5542997cc2c4752e,bridge,easy,80,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,680,5ae1130a5542997b2ef7d0d3,bridge,easy,86,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,685,5a72863b5542992359bc30d4,comparison,easy,85,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,687,5adde3295542992200553b8c,bridge,medium,84,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,691,5a8cbf1a554299441c6b9ef7,bridge,medium,84,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,703,5a8ceac4554299585d9e3766,bridge,medium,89,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,710,5a7feaee5542994857a7684b,bridge,easy,81,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,726,5a809c385542996402f6a5a4,bridge,easy,82,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,729,5a76ce7f55429972597f13d5,bridge,medium,86,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,747,5ae2d83855429928c42394f6,bridge,medium,82,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,752,5ab49a5f55429942dd415f76,bridge,medium,82,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,766,5a899cb755429946c8d6e95f,bridge,medium,87,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,788,5a772d7e55429972597f1467,bridge,medium,88,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,802,5ae700ca554299572ea5467a,bridge,easy,80,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,811,5a82537b55429940e5e1a84c,bridge,medium,87,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,816,5ac53a3e5542994611c8b447,bridge,medium,80,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,826,5ab6e56c554299710c8d1fa0,bridge,medium,83,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,839,5ac40d3e5542997ea680c9bf,bridge,easy,80,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,845,5adc344c5542996e685252de,comparison,medium,80,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,848,5a79e5a85542996c55b2dc94,comparison,medium,82,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,852,5a7f250955429934daa2fcf1,comparison,medium,87,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,855,5a8bcf985542997f31a41dcb,comparison,hard,87,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,862,5ae3b6725542990afbd1e1b0,bridge,easy,81,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,888,5ae1e0a65542997f29b3c159,bridge,medium,82,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,913,5adec0485542995534e8c6fe,comparison,easy,88,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,919,5a71691d5542994082a3e81d,bridge,medium,89,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,954,5abf2be75542990832d3a138,bridge,medium,87,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,957,5a746cf555429979e288294c,bridge,easy,80,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,959,5a7a257a5542996a35c170ff,bridge,easy,82,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,992,5a8ba6385542997f31a41d99,bridge,hard,83,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1005,5a762b24554299109176e699,bridge,medium,85,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1007,5ae407635542996836b02c1d,bridge,hard,80,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1010,5ae1f8cc5542997f29b3c1d7,bridge,hard,81,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1018,5add21705542990d50227dfb,bridge,medium,84,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1036,5a81e239554299676cceb133,comparison,medium,87,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1044,5ae232525542992decbdcc44,bridge,hard,88,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1048,5a76a59a5542993569682c72,bridge,hard,88,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1050,5ab58ae15542992aa134a357,bridge,medium,86,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1051,5a7cb48a5542996dd594b9a1,comparison,easy,89,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1055,5ab96191554299743d22eb29,bridge,medium,83,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1058,5ac55e785542993e66e82372,bridge,medium,89,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1066,5a7f4bdd5542994857a766e0,bridge,medium,81,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1074,5ae451bf5542995dadf2431e,bridge,medium,87,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1076,5ab321f9554299194fa9356e,bridge,medium,88,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1078,5a778fef5542992a6e59def5,bridge,medium,83,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1080,5a8b20d355429949d91db4c3,bridge,medium,82,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1083,5a79e0445542994f819ef0e7,comparison,hard,84,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1091,5ade24a15542992fa25da6e3,bridge,medium,87,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1094,5abbdc135542993f40c73bf6,bridge,medium,81,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1114,5ab89bc755429919ba4e2333,bridge,easy,86,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1127,5a7336d05542991f9a20c68d,bridge,medium,85,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1143,5a86ebcd5542991e77181690,bridge,easy,88,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1150,5a8e2c8855429917b4a5bd5d,bridge,medium,80,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1151,5ae80912554299540e5a56f5,bridge,hard,89,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1152,5ac1a5cd5542994d76dcce94,bridge,medium,85,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1153,5a8a5cc055429930ff3c0db0,bridge,medium,85,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1155,5ab8776455429934fafe6de1,bridge,medium,86,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1158,5ae4c2145542995dadf243e7,bridge,medium,85,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1161,5a8902995542995153361260,bridge,medium,83,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1183,5abd5fa055429924427fcfc4,bridge,medium,85,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1186,5ac2ac6c55429921a00ab02a,bridge,medium,86,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1188,5ab3b46a55429976abd1bcae,bridge,medium,87,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1202,5a8eacc75542995085b37473,comparison,hard,85,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1218,5add7d055542990dbb2f7e61,bridge,medium,86,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1250,5ab568c9554299494045efb0,bridge,medium,86,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1274,5a85fdfc5542994775f606e7,bridge,medium,88,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1287,5a8396cd5542990548d0b1f3,bridge,medium,83,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1289,5a8027ee5542992e7d278dfe,bridge,medium,84,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1302,5ae73aff5542991e8301cc0a,bridge,medium,85,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1316,5ae490715542995ad6573d9a,comparison,medium,83,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1326,5ade72ab5542992fa25da789,comparison,medium,83,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1343,5abe88e75542993f32c2a15c,bridge,medium,88,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1354,5ae2e660554299492dc91c7e,bridge,medium,81,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1356,5ab80a895542990e739ec7fe,comparison,medium,86,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1362,5ab3384255429916697741a5,comparison,hard,82,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1364,5ac3a842554299218029dbf2,comparison,medium,83,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1374,5ab89cfb55429919ba4e2337,bridge,easy,81,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1380,5a827ada55429940e5e1a8d0,bridge,medium,84,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1391,5add1d775542994ed6169c95,bridge,hard,89,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1393,5ae258195542994d89d5b3ed,comparison,medium,86,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1400,5a7e80ef5542997cc2c47558,bridge,medium,80,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1403,5abfd1125542994516f45501,bridge,medium,85,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1404,5a90883955429933b8a2053c,bridge,medium,89,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1415,5ac01c41554299012d1db5a7,bridge,medium,84,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1419,5abedb0d5542990832d3a102,comparison,medium,82,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1424,5a84a7f45542997175ce1f17,bridge,medium,87,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1440,5ab708755542992aa3b8c782,bridge,medium,89,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1441,5a8f0841554299458435d52e,bridge,medium,80,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1445,5ae67ac25542996d980e7b79,bridge,easy,89,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1446,5a81f115554299676cceb18a,comparison,medium,83,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1452,5a7f98e655429969796c1ad8,bridge,easy,80,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1459,5a80b42c554299260e20a131,bridge,medium,84,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1464,5abb0d3b5542992ccd8e7ede,bridge,hard,85,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1470,5ae747da5542991e8301cc4f,bridge,medium,80,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1471,5adc6ca35542996e6852535b,bridge,medium,81,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1475,5ae4b6265542995ad6573e29,bridge,medium,88,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1483,5ae0128355429925eb1afbfe,bridge,medium,84,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1484,5a85a01d5542997175ce1fda,bridge,easy,89,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1492,5ac22ddf55429951e9e6848e,bridge,medium,80,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1495,5a7c994055429935c91b524f,bridge,medium,83,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1500,5adcebc15542994d58a2f717,comparison,medium,88,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1506,5ac3e3405542995c82c4ac85,bridge,medium,83,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1507,5a7767265542993569682d7f,comparison,medium,84,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1511,5a775f8d5542993569682d73,bridge,medium,89,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1518,5ae5dc7255429929b08079d7,bridge,easy,87,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1532,5a8592aa5542992a431d1b2a,bridge,medium,84,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1539,5a77513a55429966f1a36cf4,bridge,medium,89,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1561,5ab5c9c5554299494045f065,bridge,easy,84,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1564,5a760844554299109176e61c,bridge,medium,85,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1566,5a7cb22e554299683c1c633a,comparison,hard,85,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1568,5a90877655429933b8a20533,bridge,medium,85,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1575,5ae3f3f75542995dadf2426e,bridge,medium,84,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1576,5a77cca95542995d831812e8,bridge,medium,84,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1579,5a7dad815542990b8f503a29,bridge,medium,80,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1592,5a74cfb155429929fddd84f1,bridge,medium,89,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1593,5a7c51465542990527d5548c,bridge,medium,85,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1598,5ac49ec45542996feb3fe919,bridge,easy,89,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1606,5abfc7f05542993fe9a41e4f,bridge,medium,88,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1622,5a8cefa355429941ae14df54,bridge,medium,84,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1631,5a81388155429926c1cdad1a,bridge,medium,82,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1633,5a845053554299123d8c21f9,bridge,medium,87,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1648,5adc166155429944faac2414,bridge,easy,89,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1650,5ac1a91355429964131be261,bridge,hard,80,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1651,5ab96cae55429970cfb8ead9,bridge,medium,80,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1658,5a8bdef85542997f31a41dea,bridge,hard,84,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1664,5ab8500b55429916710eb033,bridge,medium,81,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1666,5ab61829554299488d4d9aac,bridge,medium,83,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1673,5a75f93e55429976ec32bcd2,bridge,medium,84,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1675,5ae1b3415542997283cd2248,bridge,medium,88,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1677,5ab920c755429934fafe6e65,bridge,medium,86,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1680,5a8246cb554299676cceb243,bridge,easy,84,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1682,5a8393de5542990548d0b1eb,bridge,medium,84,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1688,5ae213bf554299495565d9e6,bridge,hard,86,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1689,5ae3f0f35542995ad6573cb5,bridge,medium,82,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1697,5ae65ac35542992ae0d162ed,bridge,hard,83,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1711,5abba2925542996606241709,bridge,easy,88,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1724,5ab99950554299131ca42392,comparison,medium,81,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1731,5a8b04f555429971feec460d,bridge,hard,89,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1738,5ae1dc845542997283cd22a6,bridge,medium,85,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1745,5adc276d55429947ff1738fd,bridge,hard,87,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1763,5ab67813554299710c8d1ea5,bridge,easy,86,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1774,5a7db2f75542990b8f503a34,bridge,hard,84,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1780,5a74d0d85542996c70cfadff,bridge,easy,81,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1791,5a88a0445542997e5c09a640,bridge,medium,82,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1800,5a8f608a5542992414482a93,comparison,medium,85,train_pilot
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1814,5abffa135542997d64295983,bridge,easy,85,train_pilot
