dataset,source_path,source_row_index,example_id,type,level,bucket,split
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1099,5a9048fe5542995651fb5106,bridge,medium,93,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1100,5ab2eb4855429929539468b8,bridge,medium,90,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1101,5a7d74535542990b8f503995,bridge,hard,93,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1103,5a8d4eb35542994ba4e3dc64,bridge,medium,99,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1112,5ab808935542990e739ec7f3,comparison,hard,97,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1139,5a85d54a5542991dd0999eb5,comparison,medium,90,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1169,5a80d3d4554299260e20a17d,comparison,medium,94,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1187,5a821ffa5542990a1d231f5c,bridge,easy,92,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1191,5ac27e8455429921a00aafbd,bridge,medium,98,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1193,5ac2ffa9554299218029dbb2,comparison,medium,99,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1203,5ac2663b55429951e9e685a2,bridge,easy,99,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1212,5a7524ca55429929fddd850a,bridge,hard,94,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1213,5abcb181554299700f9d792c,bridge,easy,91,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1247,5ab6201d55429953192ad260,bridge,medium,94,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1267,5a73cda75542992d56e7e3a0,bridge,medium,90,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1271,5a7b473c5542995eb53be8e6,bridge,medium,96,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1277,5a79240555429970f5fffe5b,bridge,medium,95,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1310,5a7e21d655429934daa2fbd7,bridge,medium,91,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1312,5ab69c4f554299710c8d1ee8,bridge,medium,96,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1324,5ab865be5542990e739ec8e5,bridge,hard,93,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1330,5adbf81e5542994650320c20,comparison,medium,95,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1332,5ae5fc7d554299546bf82ffd,bridge,medium,91,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1369,5adf28435542995534e8c763,bridge,hard,98,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1379,5a7246425542990c210a4097,comparison,medium,91,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1386,5a7e03d05542995f4f402384,bridge,medium,90,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1410,5ab7fb5f5542993667794083,bridge,easy,94,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1411,5a90693055429916514e74b3,bridge,easy,92,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1414,5abebbdb5542994516f4540c,bridge,medium,93,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1421,5ababc1755429966062415f1,comparison,medium,90,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1439,5a8672485542994775f60765,comparison,medium,95,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1467,5a7735995542994aec3b7225,bridge,easy,97,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1486,5abde93155429976d4830a1f,bridge,medium,99,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1488,5ab7c92055429928e1fe38e3,bridge,medium,94,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1494,5a89017c55429938390d4029,bridge,medium,93,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1505,5ac182865542994ab5c67d71,bridge,easy,90,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1510,5ae4fafd55429913cc204558,comparison,medium,97,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1525,5adf69055542995ec70e8ff6,bridge,easy,98,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1549,5abd084f554299700f9d797c,comparison,hard,98,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1551,5a899013554299515336131a,bridge,medium,94,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1553,5ab59b045542997d4ad1f190,bridge,easy,92,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1557,5ae6a1bc5542992ae0d16385,bridge,easy,99,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1567,5ae60bdb55429929b0807aaf,bridge,easy,93,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1573,5a864ad25542991e77181602,bridge,easy,96,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1586,5ac307dd5542990b17b154f3,bridge,medium,93,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1615,5adc318c5542996e685252d5,bridge,hard,93,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1635,5ae5f555554299546bf82fe2,bridge,medium,98,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1642,5a8927e4554299669944a4d0,comparison,easy,99,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1656,5abbddee554299642a094b7a,bridge,hard,97,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1690,5ae614055542996de7b71b2a,bridge,hard,96,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1696,5ac2ec155542990b17b154ac,comparison,hard,91,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1720,5a8594d45542994c784ddb2b,bridge,medium,90,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1721,5ae546e85542992663a4f1b5,bridge,hard,98,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1729,5a8491d95542997b5ce3fec0,bridge,medium,90,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1732,5a8e50c15542990e94052ac9,bridge,easy,96,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1734,5ae0d26455429945ae959473,comparison,easy,94,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1737,5ae4d1b355429913cc204514,bridge,medium,99,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1741,5a775a6b5542993735360242,bridge,medium,97,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1759,5abbf07a554299642a094bc7,bridge,medium,96,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1760,5a7b1f88554299042af8f6ea,bridge,medium,91,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1767,5a7f3d325542992e7d278cb5,comparison,hard,91,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1770,5a8ad8935542992d82986fa0,bridge,medium,94,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1781,5a8f6d1155429918e830d21f,bridge,easy,92,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1782,5a74e48d5542996c70cfae2b,bridge,easy,93,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1796,5a7ca81955429907fabeefed,bridge,medium,96,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1807,5ac2758155429921a00aaf7e,bridge,medium,93,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1809,5a72bfaa5542992359bc3197,bridge,medium,93,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1813,5a8901f8554299515336125c,comparison,hard,94,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1819,5ae71633554299572ea546c9,bridge,hard,93,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1833,5ab9012c55429934fafe6e3c,bridge,medium,94,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1834,5a7f32a15542993067513697,bridge,medium,97,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1837,5a8b3dd75542997f31a41cc2,bridge,hard,94,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1856,5a7ea4c155429930675135b6,bridge,medium,94,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1859,5ab6b9b25542995eadef007b,bridge,medium,91,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1860,5a775ee555429966f1a36d16,comparison,hard,95,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1871,5a806e065542992bc0c4a707,bridge,medium,90,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1874,5ae664955542992ae0d1631b,bridge,easy,98,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1880,5ababe2d55429966062415f7,bridge,medium,97,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1896,5a88fea05542997e5c09a6e9,bridge,hard,91,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1900,5a8a2d805542996c9b8d5e2e,bridge,easy,97,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1917,5ae1f61a5542994d89d5b2e1,bridge,easy,92,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1930,5ab68d55554299710c8d1ec3,comparison,medium,97,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1937,5adc4ce255429947ff17391c,bridge,medium,98,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1940,5a7bf7bd5542996dd594b873,bridge,medium,99,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1955,5a7544885542993748c89804,bridge,medium,99,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1970,5ab1ea3f554299340b52542c,comparison,medium,96,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1980,5a813d5055429938b614230b,bridge,medium,91,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1981,5ae7dd615542997ec27276f8,bridge,medium,90,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1997,5a7f78ba5542995d8a8dde85,comparison,easy,91,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,1998,5ab76a835542993667793fd7,bridge,medium,93,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2006,5ae35d265542992e3233c3c1,bridge,easy,91,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2052,5ab204a3554299722f9b4c9e,bridge,medium,92,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2055,5ac4126b5542997ea680c9dd,bridge,medium,91,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2068,5adf7de55542995534e8c7cc,bridge,easy,96,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2078,5abf90905542990832d3a152,comparison,medium,92,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2089,5a7a0b8e5542996a35c170a8,bridge,medium,97,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2098,5ae014d555429925eb1afc06,bridge,medium,92,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2102,5ab8702f55429919ba4e22f3,bridge,easy,94,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2114,5a7df9f25542995f4f402364,bridge,medium,97,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2122,5ab51b425542991779162d7e,bridge,medium,92,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2131,5adf3f845542993a75d2644a,bridge,medium,99,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2133,5ab7d13455429928e1fe3920,bridge,medium,97,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2149,5ac502bf55429924173fb550,bridge,medium,94,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2157,5ac2cd30554299657fa2906d,comparison,easy,92,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2193,5adff35955429925eb1afb7a,bridge,medium,90,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2209,5ab4da805542996a3a969fd8,bridge,medium,94,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2219,5a761ced5542994ccc9186da,comparison,medium,90,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2226,5a763b43554299109176e6c7,bridge,hard,91,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2264,5a74c87855429974ef308c61,comparison,medium,92,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2279,5a7e8af255429949594199fc,comparison,easy,92,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2282,5a7413315542993a88ae2efb,bridge,hard,94,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2284,5ab9df135542994dbf019879,bridge,medium,92,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2309,5add18685542994ed6169c80,comparison,easy,90,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2312,5abd13d855429933744ab70c,bridge,medium,94,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2325,5a769bcb5542993569682c55,bridge,hard,98,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2332,5a8a5b9655429970aeb702b6,comparison,medium,98,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2333,5ade260f5542992fa25da6ef,comparison,hard,96,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2342,5ae2e6d6554299492dc91c7f,bridge,medium,94,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2344,5ae2088a5542994d89d5b31b,bridge,hard,91,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2358,5a85b5fd5542994c784ddb58,bridge,medium,93,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2359,5a7aef7f55429931da12c981,bridge,medium,95,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2361,5a8e110b554299068b959e48,bridge,medium,90,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2365,5ae0a56f5542993d6555ebde,bridge,medium,95,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2369,5a8d863c554299068b959d2b,comparison,easy,96,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2374,5ae09d4255429906c02daae6,comparison,medium,97,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2375,5ae1d33e5542997283cd227b,comparison,medium,92,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2379,5ae632cd5542992ae0d1627a,bridge,easy,99,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2409,5ac224ad5542992f1f2b3816,bridge,easy,95,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2418,5add60cc5542992ae4cec536,bridge,medium,92,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2419,5ac27f785542990b17b153bb,bridge,medium,91,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2420,5a8aa63d5542996c9b8d5f50,bridge,easy,99,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2421,5ab95b4d554299753720f7fb,bridge,medium,98,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2441,5ab37aca55429969a97a815a,bridge,medium,93,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2442,5ae3684b5542994393b9e6b3,bridge,medium,98,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2479,5ab812ca5542995dae37ea25,comparison,medium,94,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2506,5a8070fb5542996402f6a519,bridge,medium,99,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2518,5ae20f035542997283cd2393,bridge,hard,94,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2524,5a8a67b555429970aeb702cf,bridge,easy,98,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2533,5a76cf8b5542994aec3b7180,bridge,easy,98,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2545,5ae769445542997b22f6a73b,bridge,easy,97,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2557,5a7a7f0b5542994f819ef1f5,bridge,medium,92,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2558,5ac12fc25542992a796dee0b,comparison,easy,99,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2566,5ab5cb19554299637185c615,bridge,medium,90,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2585,5a846f075542992ef85e23f7,bridge,easy,98,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2594,5a7621155542994ccc9186ec,comparison,medium,90,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2601,5a9001a755429916514e7404,bridge,hard,95,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2608,5a903c3455429916514e743b,bridge,hard,93,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2620,5a7e92355542993067513582,bridge,easy,99,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2646,5a7c949d55429907fabeefb5,bridge,hard,94,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2652,5a713c7d5542994082a3e6c7,bridge,medium,90,train_heldout
hotpotqa,data/external/HotpotQA/distractor/train-00000-of-00002.parquet,2663,5ae0fdf15542997b2ef7d0d1,bridge,medium,94,train_heldout
